id,mnemonic,synopsis,description,datatype,units,red_low,yellow_low,yellow_high,red_high,raw_red_low,raw_yellow_low,raw_yellow_high,raw_red_high,enumlist,conversion,parameters,section_id,section_name,archive
250,fpe_fpga_rev,FPE FPGA revision number,"From FPE_REVISION regisger
 Bits 31-16: MAJOR_REV
 Bits 15-0: MINOR_REV",UINT32,DN,,,,,,,,,,,,24,fpe_tlm,1
251,fpe_n12v_tlm,Latest telemetry value of -12V voltage,FPE FPGA FPE_ATLM_N12V register:,UINT16,V,-14.26,-13.81,-12.61,-12.27,,,,,,poly1,-33 0.0088623,29,fpe_analog_tlm2,1
252,fpe_n12v_valid,Validity of -12V voltage,FPE FPGA FPE_ATLM_N12V register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
253,fpe_n5v_tlm,Telemetry data for -5VA voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for -5VA voltage,UINT16,V,-5.46,-5.36,-5.04,-4.94,,,,,,poly1,-13.2 0.004035,25,fpe_analog_tlm,1
254,fpe_n5v_valid,Neg 5V TLM data validity flag (0 = valid; 1 = stale),Neg 5V TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
255,fpe_p_inj_delay_lines,FPE FPGA Parallel Injection config - number of delay lines,"Number of delay lines prior to parallel injection being performed. FPE FPGA P_INJ_CFG regiser, field P_INJ_DELAY_LINES",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
256,fpe_p_inj_num_lines,FPE FPGA Parallel Injection config - number of lines,"Number of parallel injection lines. FPE FPGA FPE_P_INJ_CFG regiser, field P_INJ_NUM_LINES",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
257,fpe_p13v_tlm,Latest telemetry value of +13V voltage,FPE FPGA FPE_ATLM_13V register:,UINT16,V,11.36,11.61,13.09,13.34,,,,,,poly1,0 0.0088623,29,fpe_analog_tlm2,1
258,fpe_p13v_valid,Validity of +13V voltage,FPE FPGA FPE_ATLM_13V register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
259,fpe_p5v_tlm,Telemetry data for +5VA voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for +5VA voltage,UINT16,V,4.94,5.04,5.36,5.46,,,,,,poly1,0 0.00161133,25,fpe_analog_tlm,1
260,fpe_p5v_valid,Pos 5V TLM data validity flag (0 = valid; 1 = stale),Pos 5V TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
261,fpe_pclk_hi_tlm,Latest telemetry value of PCLK_HI voltage,FPE FPGA FPE_ATLM_PCLK_HI register:,UINT16,V,10.69,10.91,11.59,11.81,,,,,,poly1,0 0.0088623,29,fpe_analog_tlm2,1
262,fpe_pclk_hi_valid,Validity of PCLK_HI voltage,FPE FPGA FPE_ATLM_PCLK_HI register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
263,fpe_pclk_lo_tlm,Latest telemetry value of PCLK_LO voltage,FPE FPGA FPE_ATLM_PCLK_LO register:,UINT16,V,,,,,,,,,,poly1,-13.23 0.0040353,29,fpe_analog_tlm2,1
264,fpe_pclk_lo_valid,Validity of PCLK_LO voltage,FPE FPGA FPE_ATLM_PCLK_LO register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
265,fpe_pidab_tlm,FPE FPGA PIDAB voltage register,FPE FPGA ATLM_PIDAB register,UINT16,V,18.53,18.92,20.09,20.48,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
266,fpe_pidab_valid,FPE FPGA PIDAB voltage validity,FPE FPGA ATLM_PIDAB register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
267,fpe_pidcd_tlm,FPE FPGA PIDCD voltage register,FPE FPGA ATLM_PIDCD register,UINT16,V,18.53,18.92,20.09,20.48,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
268,fpe_pidcd_valid,FPE FPGA PIDCD voltage valid,FPE FPGA ATLM_PIDCD register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
269,fpe_rg_hi_tlm,Latest telemetry value of RG_HI voltage,FPE FPGA FPE_ATLM_RG_HI register:,UINT16,V,6.65,6.79,7.21,7.35,,,,,,poly1,0 0.00241699,29,fpe_analog_tlm2,1
270,fpe_rg_hi_valid,Validity of RG_HI voltage,FPE FPGA FPE_ATLM_RG_HI register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
271,fpe_rg_lo_tlm,Latest telemetry value of RG_LO voltage,FPE FPGA FPE_ATLM_RG_LO register:,UINT16,V,-3.68,-3.61,-3.4,-3.33,,,,,,poly1,-13.23 0.0040353,29,fpe_analog_tlm2,1
272,fpe_rg_lo_valid,Validity of RG_LO voltage,FPE FPGA FPE_ATLM_RG_LO register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
273,fpe_rga_cfg,FPE FPGA RGA configuration register,"FPE FPGA RGA_CFG register
 Bits 7-4: RGA_WIDTH
 Bits 3-0: RGA_START",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
274,fpe_rgb_cfg,FPE FPGA RGB configuration register,"FPE FPGA RGB_CFG register
 Bits 7-4: RGB_WIDTH
 Bits 3-0: RGB_START",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
275,fpe_rgc_cfg,FPE FPGA RGC configuration register,"FPE FPGA RGC_CFG register
 Bits 7-4: RGC_WIDTH
 Bits 3-0: RGC_START",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
276,fpe_rgd_cfg,FPE FPGA RGD configuration register,"FPE FPGA RGD_CFG register
 Bits 7-4: RGD_WIDTH
 Bits 3-0: RGD_START",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
277,fpe_s_inj_delay_px,FPE FPGA Serial Injection config - number of delay pixels,"Number of serial injection pixels. FPE FPGA FPE_S_INJ_CFG regiser, field S_INJ_DELAY_PIXELS",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
278,fpe_s_inj_num_px,FPE FPGA Serial Injection config - number of pixels,"Number of serial injection pixels. FPE FPGA FPE_S_INJ_CFG regiser, field S_INJ_NUM_PIXELS",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
279,fpe_sclk_hi_tlm,Latest telemetry value of SCLK_HI voltage,FPE FPGA FPE_ATLM_SCLK_HI register:,UINT16,V,10.69,10.91,11.59,11.81,,,,,,poly1,0 0.0088623,29,fpe_analog_tlm2,1
280,fpe_sclk_hi_valid,Validity of SCLK_HI voltage,FPE FPGA FPE_ATLM_SCLK_HI register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
281,fpe_sclk_lo_tlm,Latest telemetry value of SCLK_LO voltage,FPE FPGA FPE_ATLM_SCLK_LO register:,UINT16,V,,,,,,,,,,poly1,-13.23 0.0040353,29,fpe_analog_tlm2,1
282,fpe_sclk_lo_valid,Validity of SCLK_LO voltage,FPE FPGA FPE_ATLM_SCLK_LO register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
283,fpe_sidab_tlm,FPE FPGA SIDAB voltage register,FPE FPGA ATLM_SIDAB register,UINT16,V,13.49,13.77,14.63,14.91,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
284,fpe_sidab_valid,FPE FPGA SIDAB voltage valid,FPE FPGA ATLM_SIDAB register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
285,fpe_sidcd_tlm,FPE FPGA SIDCD voltage register,FPE FPGA ATLM_SIDCD register,UINT16,V,13.49,13.77,14.63,14.91,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
286,fpe_sidcd_valid,FPE FPGA SIDCD voltage valid,FPE FPGA ATLM_SIDCD register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
287,fpe_temp1,Latest value of onboard FPE temperature sensor #1,FPE FPGA FPE_ATLM_FPE_TEMP1 register,INT16,C,-40,-35,67,72,,,,,,poly4,110.7 -0.07531 0.00002418 -4.056E-09 1.084E-13,29,fpe_analog_tlm2,1
288,fpe_temp1_valid,Validity of onboard FPE temperature sensor #1,FPE FPGA FPE_ATLM_FPE_TEMP1 register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
289,fpe_temp2,Latest value of onboard FPE temperature sensor #2,FPE FPGA FPE_ATLM_FPE_TEMP2 register,INT16,C,-40,-35,78,83,,,,,,poly4,110.7 -0.07531 0.00002418 -4.056E-09 1.084E-13,29,fpe_analog_tlm2,1
290,fpe_temp2_valid,Validity of onboard FPE temperature sensor #2,FPE FPGA FPE_ATLM_FPE_TEMP2 register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
291,fpe_tlm_spare,Spare unused bits in FPE_TLM section,#Type!,UINT16,DN,,,,,,,,,,,,24,fpe_tlm,1
292,fpe_v_spare1,"Latest telemetry value of SPARE1 voltage (ADC4, input channel 6)",FPE FPGA FPE_ATLM_SPARE1 register:,UINT16,DN,,,,,,,,,,,,29,fpe_analog_tlm2,1
293,fpe_v_spare1_valid,"Validity of SPARE1 voltage (ADC4, input channel 6)",FPE FPGA FPE_ATLM_SPARE1 register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
294,fpe_v_spare2,"Latest telemetry value of SPARE2 voltage (ADC4, input channel 7)",FPE FPGA FPE_ATLM_SPARE2 register:,UINT16,DN,,,,,,,,,,,,29,fpe_analog_tlm2,1
295,fpe_v_spare2_valid,"Validity of SPARE2 voltage (ADC4, input channel 7)",FPE FPGA FPE_ATLM_SPARE2 register:,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
296,fpe_vref_tlm,Telemetry data for -5VA voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for -5VA voltage,UINT16,V,4.75,4.85,5.15,5.25,,,,,,poly1,0 0.00268527,25,fpe_analog_tlm,1
297,fpe_vref_valid,Neg 5V TLM data validity flag (0 = valid; 1 = stale),Neg 5V TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
298,fps_ov_detect,FPS overvoltage detection enable/disable state,"This telemetry item reports the value of the SCIO FPS_OV_EN flag. The flag indicates if the FPS overvoltage fault response is enabled or
 not. Note that this does not actually enable or disable the OV detection circuitry (which resided within the FPS). Rather, it indicates whether
 or not the autonomous SCIO FPGA disable of FPE power supply on an over-voltage condition is enabled.",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,16,util_info,1
299,fps_ov_dur,Overvoltage fault detection duration,"Duration in microseconds of how long th FPS OV signal to the SCIO must be active before a fault is tripped. Resolution is 1 us per count,
 and zero is equivalent to 10 us. Actual duration is: 10 us + n*1 us, where 'n' is the value of this telemetry item.",UINT8,DN,,,,,,,,,,,,16,util_info,1
300,fps_passthru_rd,Value read from the FPE FPGA from last FPS PASSTHRU command,Value read from the FPE FPGA from last FPS PASSTHRU command,UINT32,DN,,,,,,,,,,,,24,fpe_tlm,1
301,fps_passthru_reg,Register address from last FPS PASSTHRU command,Register address from last FPS PASSTHRU command,UINT16,DN,,,,,,,,,,,,24,fpe_tlm,1
302,fps_passthru_wr,Value written to the FPE FPGA from last FPS PASSTHRU command,Value written to the FPE FPGA from last FPS PASSTHRU command,UINT32,DN,,,,,,,,,,,,24,fpe_tlm,1
303,fps_pwr,FPS power enable/disable state,This telemetry item reports the value of the SCIO FPS_EN_STAT flag. The flag indicates if power is enabled to the Focal Plane Subsystem.,ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,16,util_info,1
304,fsm_relay_ctrl,SMA Relay Control register setting,"This item reports the value of the SMC FPGA FSM_RELAY_CONTROL setting. This idicates whether the FSW has SMA commanded the
 relay to be enabled or disabled.",ENUM,DN,,,,,,,,,"FSM_DSBL_A:0, FSM_ENBL_A:1",,,26,sma_info1,1
305,fsm_relay_sts_a,Status of the SMA Relay A,This item reports the value of the SMC FPGA FSM_RELAY_A_STS setting. This idicates the current status of the SMA A relay.,ENUM,DN,,,,,,,,,"RLY_A_DSBL:0, RLY_A_ENBL:1",,,26,sma_info1,1
306,fsm_relay_sts_b,Status of the SMA Relay B,This item reports the value of the SMC FPGA FSM_RELAY_B_STS setting. This idicates the current status of the SMA B relay.,ENUM,DN,,,,,,,,,"RLY_B_DSBL:0, RLY_B_ENBL:1",,,26,sma_info1,1
307,fsw_init_fail,Reason for last FSW initialization failure,"If the FSW initialization fails, this value from the recovery area indicates what code line failed (this is a 'caller id' value)",UINT32,DN,,,,,,,,,,,,23,boot_info,1
308,fsw_mode,Current mode of the FSW,Current mode of the FSW.,ENUM,DN,,,,,,,,,"MODE_INITIALIZE:1, MODE_SAFE:2, MODE_OPERATE:4",,,7,crit_tlm,1
309,fsw_rst_param,Reason for last FSW reset,"The reset parameter associated with FSW_RST_REASON:
 Commanded - the event ID EID_CMD_REBOOTING
 Fault Response - the event ID that caused the 'RESET_ICE' action
 Trap Execution - the value of the TBR (trap) UT699E register
 If the ICE is reset by the HW, as indicated by HW_RST_REASON, this value is stale and should be ignored.",UINT32,DN,,,,,,,,,,,,23,boot_info,1
310,fsw_rst_reason,Reason for last FSW reset,"The reason for the last FSW-generated reset:
 Commanded - in response to a RESET_CPU 1553B operational command
 Fault Response - when an event ID was generated associated to the 'RESET_ICE' action
 Trap Execution - in response to a processor exception ('trap' in SPARC nomenclature)
 If the ICE is reset by the HW, as indicated by HW_RST_REASON, this value is stale and should be ignored.",ENUM,DN,,,,,,,,,"NONE:0, COMMAND:12, TRAP_EXEC:46, FAULT_RESP:63",,,23,boot_info,1
311,fsw_ver_maj,FSW Active Image Major Version,Major Version of currently active FSW image.,UINT16,DN,,,,,,,,,,,,23,boot_info,1
312,fsw_ver_min,FSW Active Image Minor Version,Minor Version of currently active FSW image.,UINT16,DN,,,,,,,,,,,,23,boot_info,1
313,htr_chn_pwm_00,Heater channel 0 pwm value,Heater channel 0 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
314,htr_chn_pwm_01,Heater channel 1 pwm value,Heater channel 1 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
315,htr_chn_pwm_02,Heater channel 2 pwm value,Heater channel 2 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
316,htr_chn_pwm_03,Heater channel 3 pwm value,Heater channel 3 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
317,htr_chn_pwm_04,Heater channel 4 pwm value,Heater channel 4 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
318,htr_chn_pwm_05,Heater channel 5 pwm value,Heater channel 5 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
319,htr_chn_pwm_06,Heater channel 6 pwm value,Heater channel 6 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
320,htr_chn_pwm_07,Heater channel 7 pwm value,Heater channel 7 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
321,htr_chn_pwm_08,Heater channel 8 pwm value,Heater channel 8 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
322,htr_chn_pwm_09,Heater channel 9 pwm value,Heater channel 9 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
323,htr_chn_pwm_10,Heater channel 10 pwm value,Heater channel 10 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
324,htr_chn_pwm_11,Heater channel 11 pwm value,Heater channel 11 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
325,htr_chn_pwm_12,Heater channel 12 pwm value,Heater channel 12 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
326,htr_chn_pwm_13,Heater channel 13 pwm value,Heater channel 13 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
327,htr_chn_pwm_14,Heater channel 14 pwm value,Heater channel 14 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
328,htr_chn_pwm_15,Heater channel 15 pwm value,Heater channel 15 pwm value,UINT8,DN,,,,,,,,,,,,17,mech_htr_tlm,1
329,htr_chn_stat_00,Status of Heater Channel 0,Status of Heater Channel 0,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
330,htr_chn_stat_01,Status of Heater Channel 1,Status of Heater Channel 1,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
331,htr_chn_stat_02,Status of Heater Channel 2,Status of Heater Channel 2,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
332,htr_chn_stat_03,Status of Heater Channel 3,Status of Heater Channel 3,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
333,htr_chn_stat_04,Status of Heater Channel 4,Status of Heater Channel 4,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
334,htr_chn_stat_05,Status of Heater Channel 5,Status of Heater Channel 5,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
335,htr_chn_stat_06,Status of Heater Channel 6,Status of Heater Channel 6,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
336,htr_chn_stat_07,Status of Heater Channel 7,Status of Heater Channel 7,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
337,htr_chn_stat_08,Status of Heater Channel 8,Status of Heater Channel 8,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
338,htr_chn_stat_09,Status of Heater Channel 9,Status of Heater Channel 9,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
339,htr_chn_stat_10,Status of Heater Channel 10,Status of Heater Channel 10,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
340,htr_chn_stat_11,Status of Heater Channel 11,Status of Heater Channel 11,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
341,htr_chn_stat_12,Status of Heater Channel 12,Status of Heater Channel 12,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
342,htr_chn_stat_13,Status of Heater Channel 13,Status of Heater Channel 13,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
343,htr_chn_stat_14,Status of Heater Channel 14,Status of Heater Channel 14,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
344,htr_chn_stat_15,Status of Heater Channel 15,Status of Heater Channel 15,ENUM,DN,,,,,,,,,"DISABLED:221, ENABLED:238",,,17,mech_htr_tlm,1
345,htr_master_pwr,Status of Heater Master Power,Status of Heater Master Power,ENUM,DN,,,,,,,,,"OFF:0, ON:1",,,17,mech_htr_tlm,1
346,htr_setpoint_00,Setpoint value for heater channel 0,Setpoint value for heater channel 0,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
347,htr_setpoint_01,Setpoint value for heater channel 1,Setpoint value for heater channel 1,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
348,htr_setpoint_02,Setpoint value for heater channel 2,Setpoint value for heater channel 2,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
349,htr_setpoint_03,Setpoint value for heater channel 3,Setpoint value for heater channel 3,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
350,htr_setpoint_04,Setpoint value for heater channel 4,Setpoint value for heater channel 4,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
351,htr_setpoint_05,Setpoint value for heater channel 5,Setpoint value for heater channel 5,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
352,htr_setpoint_06,Setpoint value for heater channel 6,Setpoint value for heater channel 6,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
353,htr_setpoint_07,Setpoint value for heater channel 7,Setpoint value for heater channel 7,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
354,htr_setpoint_08,Setpoint value for heater channel 8,Setpoint value for heater channel 8,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
355,htr_setpoint_09,Setpoint value for heater channel 9,Setpoint value for heater channel 9,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
356,htr_setpoint_10,Setpoint value for heater channel 10,Setpoint value for heater channel 10,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
357,htr_setpoint_11,Setpoint value for heater channel 11,Setpoint value for heater channel 11,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
358,htr_setpoint_12,Setpoint value for heater channel 12,Setpoint value for heater channel 12,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
359,htr_setpoint_13,Setpoint value for heater channel 13,Setpoint value for heater channel 13,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
360,htr_setpoint_14,Setpoint value for heater channel 14,Setpoint value for heater channel 14,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
361,htr_setpoint_15,Setpoint value for heater channel 15,Setpoint value for heater channel 15,INT16,OHMS,,,,,,,,,,poly1,-2.79405299E-05 1.83102675,17,mech_htr_tlm,1
362,hw_rst_reason,ICE Reset Reason,"This telemetry item reports the value of the SCIO FPGA 'RESET_REASON'.
 0 = Power On Reset
 1 = Spacecraft Reset
 2 = FSW Reset (see FSW_RST_REASON)
 3 = Watchdog Reset",ENUM,DN,,,,,,,,,"POR:0, SPACECRAFT:1, FSW:2, WATCHDOG:3",,,23,boot_info,1
363,ice_clock_status,Indicates if the ICE clock is synchrnized to the S/C or free-running,"This flag is nominally set to SYNCED_TO_SC when Time Code Updates (TCUs) and Pulse Per Second (PPS) signals are being received at
 1 Hz. If either the TCU or PPS is not being received at 1 Hz, the ICE onboard clock begins to free-run, and this flag is set to FREERUN.",ENUM,DN,,,,,,,,,"SYNCED_TO_SC:19, FREE_RUNNING:35",,,16,util_info,1
364,img_data_source,Determines the source of the image data being produced,This telemetry item reports the value of the FPE FPGA DATA_SOURCE register,ENUM,DN,,,,,,,,,"VIDEO_ADC:0, FPGA_SIM:1",,,24,fpe_tlm,1
365,img_pad,Science Image padding,16-bit zero pad for 5-byte alignment,UINT16,DN,,,,,,,,,,,,19,sci_pixel_data,1
366,img_sync,Synchronization Word,Synchronization Word,UINT32,DN,,,,,,,,,,,,21,ccsds_img_sec_hdr,1
367,img_time_day,CCSDS Timestamp - Day,"Days since Epoch of 12am Jan 1, 2000",UINT16,DN,,,,,,,,,,,,21,ccsds_img_sec_hdr,1
368,img_time_msecs,CCSDS Timestamp - Milliseconds,CCSDS Timestamp - Milliseconds,UINT32,DN,,,,,,,,,,,,21,ccsds_img_sec_hdr,1
369,img_time_usecs,CCSDS Timestamp - Microseconds,CCSDS Timestamp - Microseconds,UINT16,DN,,,,,,,,,,,,21,ccsds_img_sec_hdr,1
370,immedcmdsa,Immediate command subaddress,This telemetry item reports the subaddress for immediate commands from the 1553 config table.,UINT8,DN,,,,,,,,,,,,10,1553_tlm,1
371,iru_algo_time,IRU compensate algo duration,"This telemetry item reports the duration of the last IRU compensation algorithm execution, in micro-seconds",UINT16,US,,,,,,,,,,,,16,util_info,1
372,iru_compensation,Flag indicating if the IRU compensation algorith is enable,"When IRU compensation is active (enabled), IRU input data is being processed and fed into the SMC control loop",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,16,util_info,1
373,iru_int_cnt,Number of IRU Message Received interrupts received,This telemetry item reports the total number of IRU_RX interrupts received from the SCIO,UINT32,DN,,,,,,,,,,,,16,util_info,1
374,iru_listen,IRU listening state,"This telemetry item reports the value of the SCIO IRU_EN flag. The flag indicates if if the ICE has been enabled to listen for and process
 incoming IRU message data.",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,16,util_info,1
375,iru_max_algo_time,IRU compensate algo max duration,"This telemetry item reports the maximum duration of the IRU compensation algorithm execution, in micro-seconds.
 This maximum is reset every time the IRU is enabled/disabled",UINT16,US,,,,,,,,,,,,16,util_info,1
376,iru_msg_array,Variable-Length IRU Messages,"Variable-length array of timestamped IRU messages.
 Each entry consists of a 64-bit timestamp of when the IRU message was received from the serial port, followed by the IRU message
 contents.",UINT8[],DN,,,,,,,,,,,,20,sci_iru_data,1
377,iru_num_msgs,Number of IRU messages,Number of timestamped IRU messages in the following IRU_MSG_ARRAY.,UINT16,DN,,,,,,,,,,,,20,sci_iru_data,1
378,iru_xc_corr,Current value of IRU correction,"Current value of the IRU correction position in the Xc axis in micro-radians.
 This value is saturated to the POS_CMD_XC_LIM limit in the SMA_CONFIG table.",FLOAT32,URAD,,,,,,,,,,,,16,util_info,1
379,iru_xc_rate,Current value of IRU correction,Current value of the IRU correction rate in the Xc axis in micro-radians/s.,FLOAT32,URADS,,,,,,,,,,,,16,util_info,1
380,iru_yc_corr,Current value of IRU correction,"Current value of the IRU correction position in the Yc axis in micro-radians.
 This value is saturated to the POS_CMD_YC_LIM limit in the SMA_CONFIG table.",FLOAT32,URAD,,,,,,,,,,,,16,util_info,1
381,iru_yc_rate,Current value of IRU correction,Current value of the IRU correction rate in the Yc axis in micro-radians/s.,FLOAT32,URADS,,,,,,,,,,,,16,util_info,1
382,last_pps_day,Time tag of last PPS signal (Days Since Epoch),The 'Day' portion of the time stamp for the last received PPS signal from the S/C,UINT16,DN,,,,,,,,,,,,16,util_info,1
383,last_pps_ms,Time tag of last PPS signal (Milliseconds),The 'Milliseconds' portion of the time stamp for the last received PPS signal from the S/C,UINT32,DN,,,,,,,,,,,,16,util_info,1
384,last_pps_us,Time tag of last PPS signal (Microseconds),The 'Microseconds' portion of the time stamp for the last received PPS signal from the S/C,UINT16,DN,,,,,,,,,,,,16,util_info,1
385,lim_mon_rng_cnt,Limit Monitor out of range counter,"Indicates the number of out-of-limits samples. Note: This does not necessarily mean that there has been a limit violation, since the individual
 limit monitor may not have passed its max persistence level.",UINT32,DN,,,,,,,,,,,,5,event_history,1
386,lim_mon_stat,status of all the limit monitors,"Indicates the current status of all limit monitors. Is either DISABLED, where no limit checking occurs, or ENABLED, where each monitored
 data item is checked against it defined high and low limits.",ENUM,DN,,,,,,,,,"DISABLED:13, ENABLED:14",,,7,crit_tlm,1
387,long_int_lines,Number of CCD Long Integration Lines,#Type!,UINT16,DN,,,,,,,,,,,,24,fpe_tlm,1
